high,low,open,close,volume,datetime
490.70166567330887,489.2138493745595,489.2138493745595,490.70166567330887,232,2020-04-02 00:00:00
487.8405731013252,482.8222806863175,487.8405731013252,482.8222806863175,188,2020-04-03 00:00:00
493.7709721812756,476.09744296737506,493.7709721812756,476.09744296737506,220,2020-04-04 00:00:00
484.5546909933118,469.00139559451213,484.5546909933118,469.00139559451213,166,2020-04-05 00:00:00
489.1763045173446,465.23016938612864,489.1763045173446,465.23016938612864,184,2020-04-06 00:00:00
496.8101392145629,463.73533025846626,496.8101392145629,463.73533025846626,237,2020-04-07 00:00:00
488.9107304400931,469.91337224878777,488.9107304400931,469.91337224878777,160,2020-04-08 00:00:00
484.6075820060912,466.15798312401125,484.6075820060912,466.15798312401125,182,2020-04-09 00:00:00
492.5996404827876,458.47297754997123,492.5996404827876,458.47297754997123,247,2020-04-10 00:00:00
487.99021279064567,452.8442778421194,487.99021279064567,452.8442778421194,167,2020-04-11 00:00:00
484.67759912542516,443.80974322363033,484.67759912542516,443.80974322363033,171,2020-04-12 00:00:00
489.64934039084494,446.60667403646613,489.64934039084494,446.60667403646613,83,2020-04-13 00:00:00
482.8005654389903,440.314824681951,482.8005654389903,440.314824681951,0,2020-04-14 00:00:00
480.44128222735446,447.83730239964734,480.44128222735446,447.83730239964734,66,2020-04-15 00:00:00
488.76390308922316,446.18061329137157,488.76390308922316,446.18061329137157,26,2020-04-16 00:00:00
496.1625391332583,441.19236345086046,496.1625391332583,441.19236345086046,8,2020-04-17 00:00:00
490.47619841849473,434.3680144220479,490.47619841849473,434.3680144220479,42,2020-04-18 00:00:00
483.3870243945714,438.8824034241073,483.3870243945714,438.8824034241073,0,2020-04-19 00:00:00
480.96535828794606,445.2934091493921,480.96535828794606,445.2934091493921,19,2020-04-20 00:00:00
478.2924635070458,437.3137899431838,478.2924635070458,437.3137899431838,9,2020-04-21 00:00:00
473.08475753593143,428.456423869678,473.08475753593143,428.456423869678,75,2020-04-22 00:00:00
476.91569042322476,426.5645441080591,476.91569042322476,426.5645441080591,145,2020-04-23 00:00:00
479.7351715517402,419.35525779573,479.7351715517402,419.35525779573,227,2020-04-24 00:00:00
470.6222948371457,425.1466557834819,470.6222948371457,425.1466557834819,264,2020-04-25 00:00:00
471.37252647977465,421.81206517300495,471.37252647977465,421.81206517300495,190,2020-04-26 00:00:00
471.76012456161277,422.8662341591573,471.76012456161277,422.8662341591573,131,2020-04-27 00:00:00
470.5496643827985,429.5692166719227,470.5496643827985,429.5692166719227,224,2020-04-28 00:00:00
473.5859604078115,427.2018729270806,473.5859604078115,427.2018729270806,158,2020-04-29 00:00:00
476.5899833051715,434.5611548953131,476.5899833051715,434.5611548953131,83,2020-04-30 00:00:00
471.40541570808006,442.8317405489848,471.40541570808006,442.8317405489848,139,2020-05-01 00:00:00
472.9774453699981,445.92231639515296,472.9774453699981,445.92231639515296,84,2020-05-02 00:00:00
470.6530946751337,442.1843226766679,470.6530946751337,442.1843226766679,112,2020-05-03 00:00:00
473.13614476064566,445.85358376115465,473.13614476064566,445.85358376115465,55,2020-05-04 00:00:00
465.9516724218321,448.62214789489497,465.9516724218321,448.62214789489497,120,2020-05-05 00:00:00
459.82653748551525,458.6163458576397,459.82653748551525,458.6163458576397,93,2020-05-06 00:00:00
467.6038823248901,456.00956538007296,456.00956538007296,467.6038823248901,52,2020-05-07 00:00:00
461.07197982022313,459.5215939962423,459.5215939962423,461.07197982022313,36,2020-05-08 00:00:00
467.65505848205987,457.5828974658176,457.5828974658176,467.65505848205987,0,2020-05-09 00:00:00
468.30932058018635,459.7453074430056,459.7453074430056,468.30932058018635,9,2020-05-10 00:00:00
466.7347625413289,460.1060511855662,460.1060511855662,466.7347625413289,46,2020-05-11 00:00:00
463.5930018864808,463.5301762218115,463.5301762218115,463.5930018864808,102,2020-05-12 00:00:00
473.5187628100829,472.99070899168106,473.5187628100829,472.99070899168106,4,2020-05-13 00:00:00
482.42339651504204,469.09450781529057,469.09450781529057,482.42339651504204,30,2020-05-14 00:00:00
472.96490147229406,465.12169248690634,465.12169248690634,472.96490147229406,115,2020-05-15 00:00:00
472.7689943748453,463.7812143693841,463.7812143693841,472.7689943748453,210,2020-05-16 00:00:00
470.1533684377473,458.6031733780696,458.6031733780696,470.1533684377473,141,2020-05-17 00:00:00
469.51266869084577,456.61008300960975,456.61008300960975,469.51266869084577,69,2020-05-18 00:00:00
473.7987090626689,452.0693958892915,452.0693958892915,473.7987090626689,0,2020-05-19 00:00:00
467.1904246643201,462.065889462479,462.065889462479,467.1904246643201,0,2020-05-20 00:00:00
474.8340032002145,455.13422802992403,455.13422802992403,474.8340032002145,4,2020-05-21 00:00:00
482.14162854299343,450.36107387527875,450.36107387527875,482.14162854299343,4,2020-05-22 00:00:00
487.1845515629282,446.5794642246942,446.5794642246942,487.1845515629282,57,2020-05-23 00:00:00
486.5358971426202,453.40400464829645,453.40400464829645,486.5358971426202,33,2020-05-24 00:00:00
487.2765519381398,453.7315817089458,453.7315817089458,487.2765519381398,94,2020-05-25 00:00:00
485.6992682654106,454.03221186431693,454.03221186431693,485.6992682654106,146,2020-05-26 00:00:00
495.4258738011841,458.6608059641816,458.6608059641816,495.4258738011841,232,2020-05-27 00:00:00
488.45974142272104,463.9044483188116,463.9044483188116,488.45974142272104,311,2020-05-28 00:00:00
498.11463982411783,460.59897413525624,460.59897413525624,498.11463982411783,239,2020-05-29 00:00:00
498.1013618419967,467.7446689496884,467.7446689496884,498.1013618419967,161,2020-05-30 00:00:00
500.0405879507063,461.39046870769465,461.39046870769465,500.0405879507063,126,2020-05-31 00:00:00
509.35800385177043,467.73153597316315,467.73153597316315,509.35800385177043,199,2020-06-01 00:00:00
499.52529770053707,467.891877958016,467.891877958016,499.52529770053707,291,2020-06-02 00:00:00
495.94318477247657,458.98334918138386,458.98334918138386,495.94318477247657,221,2020-06-03 00:00:00
498.5747237188876,456.4035345051376,456.4035345051376,498.5747237188876,303,2020-06-04 00:00:00
506.55849522474887,450.7669758888448,450.7669758888448,506.55849522474887,277,2020-06-05 00:00:00
510.4084717580285,442.190874699076,442.190874699076,510.4084717580285,269,2020-06-06 00:00:00
506.6538808979031,449.4700598734428,449.4700598734428,506.6538808979031,338,2020-06-07 00:00:00
499.1445212643536,454.8815664936858,454.8815664936858,499.1445212643536,428,2020-06-08 00:00:00
509.1210043785191,463.4906561562166,463.4906561562166,509.1210043785191,430,2020-06-09 00:00:00
514.8776329357902,468.85524359796324,468.85524359796324,514.8776329357902,506,2020-06-10 00:00:00
517.4928310738542,463.9776697513881,463.9776697513881,517.4928310738542,518,2020-06-11 00:00:00
511.9282395236312,469.95554380361926,469.95554380361926,511.9282395236312,552,2020-06-12 00:00:00
505.3149907221052,469.79986689795663,469.79986689795663,505.3149907221052,485,2020-06-13 00:00:00
499.3735609539045,464.44648723856585,464.44648723856585,499.3735609539045,433,2020-06-14 00:00:00
489.48019610246615,468.8121318165783,468.8121318165783,489.48019610246615,499,2020-06-15 00:00:00
486.6552956861344,458.91263388874916,458.91263388874916,486.6552956861344,435,2020-06-16 00:00:00
494.7913977713468,450.546835808178,450.546835808178,494.7913977713468,377,2020-06-17 00:00:00
498.7409711249956,459.8585987717629,459.8585987717629,498.7409711249956,301,2020-06-18 00:00:00
508.01404482187485,451.452586753846,451.452586753846,508.01404482187485,393,2020-06-19 00:00:00
501.7641878867341,443.3625917263563,443.3625917263563,501.7641878867341,434,2020-06-20 00:00:00
502.9568640972896,448.0860889243296,448.0860889243296,502.9568640972896,525,2020-06-21 00:00:00
497.8746099006911,457.8543018720258,457.8543018720258,497.8746099006911,583,2020-06-22 00:00:00
504.5761007001997,459.48128317377086,459.48128317377086,504.5761007001997,652,2020-06-23 00:00:00
502.07234110693315,457.51998055779796,457.51998055779796,502.07234110693315,738,2020-06-24 00:00:00
496.6549606073837,451.3533883796092,451.3533883796092,496.6549606073837,761,2020-06-25 00:00:00
503.7020514868186,457.83205103051625,457.83205103051625,503.7020514868186,706,2020-06-26 00:00:00
500.32499097894674,448.94504951716567,448.94504951716567,500.32499097894674,737,2020-06-27 00:00:00
492.98604518647477,445.45069752620157,445.45069752620157,492.98604518647477,685,2020-06-28 00:00:00
485.47586423325384,450.6028162828008,450.6028162828008,485.47586423325384,588,2020-06-29 00:00:00
485.1655164401794,444.9217759764188,444.9217759764188,485.1655164401794,551,2020-06-30 00:00:00
486.72766919640947,450.3766579686266,450.3766579686266,486.72766919640947,534,2020-07-01 00:00:00
485.82327792067167,455.2353804038804,455.2353804038804,485.82327792067167,575,2020-07-02 00:00:00
482.1901558488322,451.75932126719954,451.75932126719954,482.1901558488322,628,2020-07-03 00:00:00
485.11915093175867,455.05053491815653,455.05053491815653,485.11915093175867,713,2020-07-04 00:00:00
488.1558020570804,455.82264295837473,455.82264295837473,488.1558020570804,622,2020-07-05 00:00:00
487.09109927572285,446.0404812690293,446.0404812690293,487.09109927572285,649,2020-07-06 00:00:00
492.9074131074827,453.0550505613924,453.0550505613924,492.9074131074827,561,2020-07-07 00:00:00
494.45799241632517,444.32998244595143,444.32998244595143,494.45799241632517,598,2020-07-08 00:00:00
484.61519519035977,438.88580654645017,438.88580654645017,484.61519519035977,543,2020-07-09 00:00:00
492.04760053446336,447.26587722914667,447.26587722914667,492.04760053446336,575,2020-07-10 00:00:00
488.3967600079543,440.1420908052222,440.1420908052222,488.3967600079543,538,2020-07-11 00:00:00
496.9364068851447,448.1490696325056,448.1490696325056,496.9364068851447,626,2020-07-12 00:00:00
488.2294248940115,449.7454787065671,449.7454787065671,488.2294248940115,584,2020-07-13 00:00:00
491.2455216636402,440.9367946423961,440.9367946423961,491.2455216636402,589,2020-07-14 00:00:00
500.8162800018545,444.5917323049122,444.5917323049122,500.8162800018545,649,2020-07-15 00:00:00
502.99999627332465,445.01790797796974,445.01790797796974,502.99999627332465,713,2020-07-16 00:00:00
512.5518445593129,437.7871831805044,437.7871831805044,512.5518445593129,666,2020-07-17 00:00:00
504.6228480045811,437.91792612724475,437.91792612724475,504.6228480045811,584,2020-07-18 00:00:00
508.8855664083209,428.8683099334979,428.8683099334979,508.8855664083209,553,2020-07-19 00:00:00
501.9568037149927,432.7626596803876,432.7626596803876,501.9568037149927,644,2020-07-20 00:00:00
496.96602836675333,433.9698348968713,433.9698348968713,496.96602836675333,726,2020-07-21 00:00:00
494.036013141675,425.9182444960532,425.9182444960532,494.036013141675,655,2020-07-22 00:00:00
488.07063682326793,420.91998179271724,420.91998179271724,488.07063682326793,733,2020-07-23 00:00:00
489.66069966135655,429.19667693320247,429.19667693320247,489.66069966135655,696,2020-07-24 00:00:00
487.4616706272961,421.8910466272965,421.8910466272965,487.4616706272961,632,2020-07-25 00:00:00
493.2518626825614,426.6040457243485,426.6040457243485,493.2518626825614,727,2020-07-26 00:00:00
495.5585972694001,421.8301000089082,421.8301000089082,495.5585972694001,683,2020-07-27 00:00:00
489.3993948246993,428.80224130860694,428.80224130860694,489.3993948246993,602,2020-07-28 00:00:00
479.7909716526848,430.0624992628381,430.0624992628381,479.7909716526848,640,2020-07-29 00:00:00
479.9758945991081,440.02976075135615,440.02976075135615,479.9758945991081,619,2020-07-30 00:00:00
480.0101022117325,436.2096937735574,436.2096937735574,480.0101022117325,574,2020-07-31 00:00:00
475.65507444802967,428.86419533460884,428.86419533460884,475.65507444802967,491,2020-08-01 00:00:00
474.799840079375,431.193732599227,431.193732599227,474.799840079375,431,2020-08-02 00:00:00
469.9315148003267,429.48223040024084,429.48223040024084,469.9315148003267,390,2020-08-03 00:00:00
463.3661592957646,429.9329779433975,429.9329779433975,463.3661592957646,436,2020-08-04 00:00:00
472.90079883472345,428.3620910791625,428.3620910791625,472.90079883472345,364,2020-08-05 00:00:00
466.8157863145153,436.35367759681424,436.35367759681424,466.8157863145153,360,2020-08-06 00:00:00
1063.7372990224571,431.2320065561337,431.2320065561337,476.1921055330868,325,2020-08-07 00:00:00
477.6251026978805,428.35477804006143,428.35477804006143,477.6251026978805,315,2020-08-08 00:00:00
481.8262634590652,429.6716437857225,429.6716437857225,481.8262634590652,321,2020-08-09 00:00:00
488.0522580383029,439.38141182271625,439.38141182271625,488.0522580383029,351,2020-08-10 00:00:00
481.3083331380555,433.9557701371113,433.9557701371113,481.3083331380555,364,2020-08-11 00:00:00
471.9518596672885,427.2440445150655,427.2440445150655,471.9518596672885,294,2020-08-12 00:00:00
477.4686201130517,421.0949665052095,421.0949665052095,477.4686201130517,352,2020-08-13 00:00:00
472.74493136339294,413.8425655281542,413.8425655281542,472.74493136339294,402,2020-08-14 00:00:00
469.4894657653146,409.1045723776893,409.1045723776893,469.4894657653146,346,2020-08-15 00:00:00
474.88567663065595,418.6494281626639,418.6494281626639,474.88567663065595,423,2020-08-16 00:00:00
479.5271259128303,415.308595181994,415.308595181994,479.5271259128303,355,2020-08-17 00:00:00
488.9142709544203,410.4011972064243,410.4011972064243,488.9142709544203,378,2020-08-18 00:00:00
492.79107063553886,410.5386431210625,410.5386431210625,492.79107063553886,446,2020-08-19 00:00:00
488.34956122344556,418.46064597408775,418.46064597408775,488.34956122344556,352,2020-08-20 00:00:00
486.6878665962593,417.60123742060574,417.60123742060574,486.6878665962593,379,2020-08-21 00:00:00
485.05479160808625,420.45868018392616,420.45868018392616,485.05479160808625,333,2020-08-22 00:00:00
482.0495001242075,411.91248301283633,411.91248301283633,482.0495001242075,270,2020-08-23 00:00:00
482.44870212333547,412.29229702369724,412.29229702369724,482.44870212333547,347,2020-08-24 00:00:00
487.7575276521878,408.6295401846064,408.6295401846064,487.7575276521878,355,2020-08-25 00:00:00
479.66757251907757,411.72503684368735,411.72503684368735,479.66757251907757,382,2020-08-26 00:00:00
475.65082959244563,421.55980882186276,421.55980882186276,475.65082959244563,419,2020-08-27 00:00:00
468.1289629856273,414.9181060216493,414.9181060216493,468.1289629856273,429,2020-08-28 00:00:00
460.41244569173153,411.1481346434752,411.1481346434752,460.41244569173153,329,2020-08-29 00:00:00
459.7810567629092,417.50901998364816,417.50901998364816,459.7810567629092,400,2020-08-30 00:00:00
456.8268111337968,408.02050343997,408.02050343997,456.8268111337968,419,2020-08-31 00:00:00
448.85390867989435,398.5610141313022,398.5610141313022,448.85390867989435,494,2020-09-01 00:00:00
458.694443423371,400.4476884845671,400.4476884845671,458.694443423371,460,2020-09-02 00:00:00
463.05239177318975,395.71793164477793,395.71793164477793,463.05239177318975,404,2020-09-03 00:00:00
457.83157176869605,394.45859117707573,394.45859117707573,457.83157176869605,497,2020-09-04 00:00:00
465.0024175735494,392.0189090843012,392.0189090843012,465.0024175735494,441,2020-09-05 00:00:00
459.4899869161573,396.4988951023017,396.4988951023017,459.4899869161573,428,2020-09-06 00:00:00
458.167481667889,396.62529958417724,396.62529958417724,458.167481667889,448,2020-09-07 00:00:00
453.5521524848954,402.90656920168726,402.90656920168726,453.5521524848954,472,2020-09-08 00:00:00
449.7963595728782,405.9052115629094,405.9052115629094,449.7963595728782,400,2020-09-09 00:00:00
441.29751119999617,409.60544481932084,409.60544481932084,441.29751119999617,352,2020-09-10 00:00:00
448.95685084469284,405.0295634263631,405.0295634263631,448.95685084469284,280,2020-09-11 00:00:00
441.43423779199145,403.2713948683011,403.2713948683011,441.43423779199145,362,2020-09-12 00:00:00
446.819264591456,404.01075245500846,404.01075245500846,446.819264591456,330,2020-09-13 00:00:00
446.89076558147303,411.4920177227099,411.4920177227099,446.89076558147303,407,2020-09-14 00:00:00
448.414202448403,406.8079367768456,406.8079367768456,448.414202448403,393,2020-09-15 00:00:00
442.460778779364,400.52510979143966,400.52510979143966,442.460778779364,408,2020-09-16 00:00:00
446.44467120464793,410.0307726035655,410.0307726035655,446.44467120464793,497,2020-09-17 00:00:00
451.9085032647354,403.2735082531687,403.2735082531687,451.9085032647354,422,2020-09-18 00:00:00
450.3018816714721,396.47616455093356,396.47616455093356,450.3018816714721,489,2020-09-19 00:00:00
443.8044237964956,394.7371069523605,394.7371069523605,443.8044237964956,550,2020-09-20 00:00:00
446.7005878759405,403.5531611930096,403.5531611930096,446.7005878759405,598,2020-09-21 00:00:00
438.01554338703687,393.918469053922,393.918469053922,438.01554338703687,655,2020-09-22 00:00:00
436.52832415556423,385.9404844409325,385.9404844409325,436.52832415556423,578,2020-09-23 00:00:00
441.93307571445933,378.34957961241605,378.34957961241605,441.93307571445933,481,2020-09-24 00:00:00
446.4408063898281,377.6231021641187,377.6231021641187,446.4408063898281,516,2020-09-25 00:00:00
439.2274620027344,372.9321702925206,372.9321702925206,439.2274620027344,503,2020-09-26 00:00:00
443.7515663931693,375.43231724164576,375.43231724164576,443.7515663931693,601,2020-09-27 00:00:00
449.2781805374038,383.530404821724,383.530404821724,449.2781805374038,528,2020-09-28 00:00:00
442.36532109067156,380.9888775292979,380.9888775292979,442.36532109067156,573,2020-09-29 00:00:00
437.60726834662194,390.3953446501648,390.3953446501648,437.60726834662194,608,2020-09-30 00:00:00
434.8903961933002,388.59838230479625,388.59838230479625,434.8903961933002,640,2020-10-01 00:00:00
444.688447756669,384.04030328268055,384.04030328268055,444.688447756669,651,2020-10-02 00:00:00
439.53837848091973,385.6890707537926,385.6890707537926,439.53837848091973,751,2020-10-03 00:00:00
438.9093794350174,386.4864850815191,386.4864850815191,438.9093794350174,774,2020-10-04 00:00:00
431.766047268856,395.92411649100956,395.92411649100956,431.766047268856,686,2020-10-05 00:00:00
426.02933890582887,388.1611298883372,388.1611298883372,426.02933890582887,705,2020-10-06 00:00:00
423.47399272193707,379.88913836896484,379.88913836896484,423.47399272193707,608,2020-10-07 00:00:00
422.1949614089939,374.6781463795965,374.6781463795965,422.1949614089939,669,2020-10-08 00:00:00
416.5048896720808,365.7100157651589,365.7100157651589,416.5048896720808,634,2020-10-09 00:00:00
425.72272916353273,375.70110865723245,375.70110865723245,425.72272916353273,733,2020-10-10 00:00:00
432.47295505229044,382.22256830789007,382.22256830789007,432.47295505229044,687,2020-10-11 00:00:00
431.90311442218655,391.3899398328226,391.3899398328226,431.90311442218655,683,2020-10-12 00:00:00
437.86015470877794,384.3701109368285,384.3701109368285,437.86015470877794,609,2020-10-13 00:00:00
444.3001222707871,377.859938327007,377.859938327007,444.3001222707871,592,2020-10-14 00:00:00
452.91010359017287,386.70728031078664,386.70728031078664,452.91010359017287,557,2020-10-15 00:00:00
451.2744141735202,384.8123286294168,384.8123286294168,451.2744141735202,581,2020-10-16 00:00:00
460.881465743265,382.23314606621454,382.23314606621454,460.881465743265,664,2020-10-17 00:00:00
458.9898005693259,375.2798148689511,375.2798148689511,458.9898005693259,659,2020-10-18 00:00:00
455.59840487662933,374.6430574694452,374.6430574694452,455.59840487662933,653,2020-10-19 00:00:00
451.24665698005924,375.0604803899235,375.0604803899235,451.24665698005924,684,2020-10-20 00:00:00
445.27698331462926,367.27151901957507,367.27151901957507,445.27698331462926,664,2020-10-21 00:00:00
436.4384250746177,361.23154899837846,361.23154899837846,436.4384250746177,622,2020-10-22 00:00:00
1029.736556111202,358.31896194231325,358.31896194231325,429.8412480405285,678,2020-10-23 00:00:00
430.82972158062273,357.5664338077722,357.5664338077722,430.82972158062273,589,2020-10-24 00:00:00
